O,H,L,C,V,T,BV
0.009559,0.009641,0.0095,0.00957605,5032.93445091,2017-11-25T04:00:00,48.02911389
0.00959,0.00967,0.009567,0.00966984,6263.00893263,2017-11-25T05:00:00,60.30998076
0.00966974,0.00967,0.00960003,0.009625,4955.35700001,2017-11-25T06:00:00,47.70625726
0.009625,0.00963409,0.00946301,0.00946301,6284.47772622,2017-11-25T07:00:00,60.05112769
0.00946301,0.009501,0.0092,0.0093,9647.73575683,2017-11-25T08:00:00,89.75537619
0.00929,0.00934,0.00922001,0.00925401,4453.52833247,2017-11-25T09:00:00,41.31540417
0.009254,0.00937162,0.00925127,0.0093499,3217.90762764,2017-11-25T10:00:00,29.93318416
0.00933639,0.0096416,0.00933635,0.0096416,5934.69335119,2017-11-25T11:00:00,56.44750621
0.0096416,0.00976001,0.00932934,0.00935507,17518.52105546,2017-11-25T12:00:00,167.55649071
0.0094,0.00976,0.00934574,0.00975792,17812.67203936,2017-11-25T13:00:00,172.08503291
0.00975792,0.00988,0.009675,0.00975718,14455.54593241,2017-11-25T14:00:00,141.33270926
0.00975,0.00982008,0.0097,0.00971006,11328.13685008,2017-11-25T15:00:00,110.79059909
0.009743,0.00989001,0.00971687,0.009878,10322.37009659,2017-11-25T16:00:00,101.29416969
0.00987884,0.009885,0.00962835,0.00974,13270.15289012,2017-11-25T17:00:00,129.76211791
0.00974,0.00979,0.00962222,0.0096977,5812.29940951,2017-11-25T18:00:00,56.2895884
0.00969771,0.00987,0.00963139,0.00982781,7585.14712317,2017-11-25T19:00:00,73.84900414
0.00982781,0.00988941,0.00974,0.0098011,6320.4597338,2017-11-25T20:00:00,62.19539913
0.00979701,0.00989516,0.00976428,0.00989516,6296.14668992,2017-11-25T21:00:00,61.75119319
0.0098952,0.01017428,0.00989001,0.01003472,30427.73363542,2017-11-25T22:00:00,305.37864095
0.01003472,0.01023804,0.00999489,0.010099,20649.37963503,2017-11-25T23:00:00,209.12290429
0.01009999,0.01016499,0.00961,0.0096901,19459.01489536,2017-11-26T00:00:00,192.78351857
0.0096998,0.00987232,0.00961,0.00979323,13587.22078518,2017-11-26T01:00:00,132.71220063
0.0097932,0.0099429,0.0097269,0.00990001,6299.44554604,2017-11-26T02:00:00,62.05724352
0.00990001,0.00990998,0.00971835,0.0097401,6684.5330068,2017-11-26T03:00:00,65.59126908
0.0097401,0.00976003,0.0094554,0.00946999,9318.03839129,2017-11-26T04:00:00,89.57388205
0.00946999,0.0096,0.00940771,0.009562,11369.38566533,2017-11-26T05:00:00,108.30162939
0.009562,0.009585,0.00928001,0.00935,9118.86590417,2017-11-26T06:00:00,85.53262903
0.009345,0.00947023,0.00921,0.00943121,9299.98182129,2017-11-26T07:00:00,86.72022599
0.00943121,0.0097275,0.00943,0.0097275,6068.69827874,2017-11-26T08:00:00,57.87114542
0.0097275,0.00973,0.00950873,0.009605,7043.54241403,2017-11-26T09:00:00,67.56303172
0.00964073,0.00969999,0.00956382,0.00965828,4286.52897733,2017-11-26T10:00:00,41.34428712
0.00965827,0.00971591,0.00959958,0.0097,4060.79866713,2017-11-26T11:00:00,39.25005826
0.0097,0.009715,0.0095543,0.00962714,6297.40139298,2017-11-26T12:00:00,60.55761293
0.00962,0.00962695,0.00949365,0.00955172,7801.31710828,2017-11-26T13:00:00,74.32004593
0.00955172,0.00955177,0.00943866,0.00954091,5193.0876766,2017-11-26T14:00:00,49.37827734
0.00954091,0.00955959,0.00939891,0.0094,4083.50911883,2017-11-26T15:00:00,38.65021305
0.0094,0.0094,0.00908301,0.0091034,9456.74181779,2017-11-26T16:00:00,87.41737618
0.00910347,0.00922019,0.00889986,0.00920907,19569.55125689,2017-11-26T17:00:00,176.9561086
0.00921,0.00921,0.00892326,0.00892326,5363.17352453,2017-11-26T18:00:00,48.5267694
0.00892273,0.00922727,0.00892,0.00915001,10978.23824343,2017-11-26T19:00:00,99.81075977
0.00915001,0.00915001,0.00899852,0.00914,6794.98876815,2017-11-26T20:00:00,61.740236
0.0091399,0.00933773,0.00910501,0.009215,7494.86175002,2017-11-26T21:00:00,69.34482491
0.00921499,0.0093,0.00914,0.00919947,8674.89798782,2017-11-26T22:00:00,79.95359869
0.00919947,0.00926231,0.009157,0.00917,6123.87175613,2017-11-26T23:00:00,56.32389427
0.00917,0.00923,0.0089757,0.00898032,8092.22639406,2017-11-27T00:00:00,73.63138015
0.00897571,0.0090146,0.00891968,0.0089998,7789.34442711,2017-11-27T01:00:00,69.94806974
0.00896505,0.00911505,0.00893902,0.00904117,8641.88046058,2017-11-27T02:00:00,77.99081946
0.00904118,0.0094,0.00900025,0.0094,11933.51648372,2017-11-27T03:00:00,109.76099147
0.0093999,0.00960507,0.00929991,0.00938,25888.05798407,2017-11-27T04:00:00,244.58093336
0.0094125,0.00952,0.00937605,0.0094697,10039.23791365,2017-11-27T05:00:00,95.17089427
0.00945052,0.00958,0.0094,0.00957151,11546.12383375,2017-11-27T06:00:00,109.80866171
0.00957151,0.00960031,0.00942,0.00945375,9084.60756298,2017-11-27T07:00:00,86.44975335
0.0094539,0.0094994,0.009365,0.009397,8085.7997629,2017-11-27T08:00:00,76.147069
0.0094,0.00945,0.00924827,0.00924827,9340.43611672,2017-11-27T09:00:00,87.20340247
0.00929792,0.009395,0.0091,0.009362,7082.35737781,2017-11-27T10:00:00,65.56215194
0.00938485,0.00938499,0.00929501,0.00937198,4711.9169693,2017-11-27T11:00:00,44.00133437
0.00937198,0.00937394,0.00922584,0.00926399,5050.57059824,2017-11-27T12:00:00,46.99027589
0.00926399,0.00935,0.00923101,0.00932,5193.18378076,2017-11-27T13:00:00,48.2231627
0.00932,0.0094,0.00930121,0.00935585,4213.25504919,2017-11-27T14:00:00,39.41156253
0.00935585,0.00944999,0.00933031,0.0094298,7081.34715725,2017-11-27T15:00:00,66.57445704
0.0094298,0.00945,0.00929329,0.009343,7034.58952255,2017-11-27T16:00:00,66.02878132
0.00930044,0.00934786,0.009205,0.00930491,8253.3314015,2017-11-27T17:00:00,76.50029933
0.00932771,0.00937565,0.009273,0.00932609,3572.27233556,2017-11-27T18:00:00,33.28076624
0.00932609,0.00937553,0.009228,0.0092499,4560.72963936,2017-11-27T19:00:00,42.28407722
0.00924002,0.00931375,0.009225,0.00929842,3670.12250689,2017-11-27T20:00:00,34.03878645
0.00929852,0.00932299,0.00927712,0.00931598,3247.41807173,2017-11-27T21:00:00,30.2263861
0.00931,0.00935148,0.00920819,0.0093115,4721.05507757,2017-11-27T22:00:00,43.91370406
0.0093115,0.00935,0.00923,0.009306,4635.91569796,2017-11-27T23:00:00,43.17896515
0.009339,0.00935474,0.00921,0.0093055,6525.59979632,2017-11-28T00:00:00,60.71615931
0.00927602,0.00934935,0.00922454,0.009275,4327.34169971,2017-11-28T01:00:00,40.14708324
0.009275,0.00941,0.00924067,0.009364,4915.51687815,2017-11-28T02:00:00,45.80086639
0.009364,0.00940343,0.009275,0.00935,8065.83627067,2017-11-28T03:00:00,75.33934662
0.00935,0.00963,0.00934632,0.00949876,16434.79928773,2017-11-28T04:00:00,156.12366678
0.00949876,0.00949979,0.009255,0.00930034,7344.85421083,2017-11-28T05:00:00,68.94295437
0.00930965,0.00939974,0.00927952,0.00931,5089.08095555,2017-11-28T06:00:00,47.47137606
0.00937623,0.00941865,0.009302,0.009307,4614.92364668,2017-11-28T07:00:00,43.19757349
0.00932099,0.00937499,0.0092503,0.00931,5449.80135617,2017-11-28T08:00:00,50.66375085
0.0093,0.00935965,0.00925,0.009311,5198.37789064,2017-11-28T09:00:00,48.35951462
0.009311,0.00935,0.009305,0.00931432,4616.70122719,2017-11-28T10:00:00,43.02075142
0.00934098,0.00935,0.00924618,0.00925401,9003.66405057,2017-11-28T11:00:00,83.73569309
0.0093,0.00931289,0.00914115,0.009142,7939.2837105,2017-11-28T12:00:00,73.17312942
0.009142,0.00926799,0.0091,0.00923437,8016.56684488,2017-11-28T13:00:00,73.71218693
0.00923437,0.0093,0.0092,0.009224,4076.74192133,2017-11-28T14:00:00,37.59766355
0.009224,0.0093121,0.00920601,0.009268,4462.78757047,2017-11-28T15:00:00,41.27270734
0.009268,0.0093,0.00920936,0.009275,6303.96765027,2017-11-28T16:00:00,58.24233021
0.009275,0.00934,0.00926188,0.0093,4970.78339295,2017-11-28T17:00:00,46.27082953
0.00931,0.00949062,0.00926185,0.00947675,21947.91879151,2017-11-28T18:00:00,206.32185671
0.009477,0.0095329,0.00936649,0.00943443,12535.17478059,2017-11-28T19:00:00,118.89195935
0.00943443,0.00950103,0.00939129,0.00945,10351.78750054,2017-11-28T20:00:00,97.66791302
0.00945,0.0095,0.00935,0.0094011,7140.59436999,2017-11-28T21:00:00,67.24772703
0.00940111,0.00940114,0.00933411,0.00940114,5528.10716368,2017-11-28T22:00:00,51.85848052
0.0094011,0.0095329,0.00935201,0.0095329,4967.54646972,2017-11-28T23:00:00,47.01284219
0.0095329,0.00954616,0.00944899,0.0094772,7513.91726253,2017-11-29T00:00:00,71.33984833
0.0094772,0.00978989,0.00947717,0.00978987,15492.92716104,2017-11-29T01:00:00,149.25670756
0.0097755,0.01001,0.00971797,0.00971798,38017.50798267,2017-11-29T02:00:00,376.13512065
0.00971798,0.00977343,0.00935166,0.00944376,18018.18173885,2017-11-29T03:00:00,172.21778956
0.00946876,0.00952521,0.00933,0.00939299,10300.53575524,2017-11-29T04:00:00,96.8374137
0.00937664,0.00937664,0.0089904,0.00930444,19924.80904664,2017-11-29T05:00:00,181.79658044
0.00930444,0.0093079,0.00905,0.00913429,12429.62558512,2017-11-29T06:00:00,113.93829229
0.00913429,0.00917694,0.00902854,0.00916203,6992.79456963,2017-11-29T07:00:00,63.74996467
0.00916202,0.00922205,0.0091302,0.00914033,5452.35071431,2017-11-29T08:00:00,50.01868126
0.00916196,0.00917515,0.00900223,0.00904308,5309.14528916,2017-11-29T09:00:00,48.32537357
0.00904308,0.00911989,0.009,0.009036,5801.41136506,2017-11-29T10:00:00,52.53078916
0.009036,0.00921553,0.00902568,0.00916,8369.01303813,2017-11-29T11:00:00,76.41770638
0.00919881,0.00928518,0.009085,0.009275,10369.00518244,2017-11-29T12:00:00,95.25137286
0.009275,0.00935402,0.00919739,0.0092105,16051.74381708,2017-11-29T13:00:00,149.11844551
0.00920698,0.00924999,0.009,0.00911,13431.15507576,2017-11-29T14:00:00,121.90543882
0.009101,0.0093,0.00900397,0.00911508,12654.59616153,2017-11-29T15:00:00,115.91379799
0.00911508,0.00914,0.00902,0.00912,5702.46738102,2017-11-29T16:00:00,51.70645445
0.00912603,0.00924967,0.009105,0.00920001,7377.93393105,2017-11-29T17:00:00,67.59637779
0.00920001,0.00920001,0.00907573,0.0091358,8334.79499471,2017-11-29T18:00:00,76.33142649
0.00912503,0.009185,0.008428,0.0087358,33627.73239909,2017-11-29T19:00:00,296.43142991
0.0087738,0.00889789,0.008632,0.00866799,19903.8809554,2017-11-29T20:00:00,174.47836955
0.0086502,0.0088778,0.00852383,0.00887099,12817.41857681,2017-11-29T21:00:00,111.96256913
0.00887099,0.00891514,0.00852633,0.00857801,12342.8723135,2017-11-29T22:00:00,107.56473644
0.00862999,0.008801,0.008508,0.008527,8156.04229817,2017-11-29T23:00:00,70.54365384
0.008634,0.0088,0.00853001,0.00877501,10087.16929622,2017-11-30T00:00:00,87.93521099
0.00877719,0.00885993,0.00860001,0.00866476,8330.04882398,2017-11-30T01:00:00,72.87306022
0.00862928,0.00869899,0.0085,0.00855566,6438.08078669,2017-11-30T02:00:00,55.26637078
0.00855566,0.008647,0.00850947,0.00864637,7507.37416117,2017-11-30T03:00:00,64.47414934
0.00864635,0.00871801,0.00857551,0.00866869,4323.81224367,2017-11-30T04:00:00,37.36618738
0.008665,0.00872566,0.00851185,0.0085321,5770.45419551,2017-11-30T05:00:00,49.70493139
0.00853211,0.00864004,0.00848378,0.00855582,5405.59903943,2017-11-30T06:00:00,46.19366953
0.0085,0.00861354,0.00849023,0.00859853,4665.06471877,2017-11-30T07:00:00,40.01479631
0.00859853,0.00865025,0.00856502,0.00856999,4158.97272863,2017-11-30T08:00:00,35.77941531
0.008566,0.00867711,0.00846492,0.0086,5948.24125124,2017-11-30T09:00:00,50.98277506
0.00859999,0.00864645,0.0085,0.00858999,6250.39327772,2017-11-30T10:00:00,53.55779527
0.00858987,0.008604,0.00845964,0.00859001,6655.00271108,2017-11-30T11:00:00,56.84149979
0.00859,0.00860062,0.00845,0.008505,4665.14911926,2017-11-30T12:00:00,39.79243694
0.00851005,0.00858997,0.00838881,0.00841712,10531.28470127,2017-11-30T13:00:00,89.22025017
0.00844425,0.00857998,0.008417,0.00856494,8330.66098163,2017-11-30T14:00:00,70.66410331
0.00856484,0.00858,0.0083,0.00834,21767.452199,2017-11-30T15:00:00,182.97061484
0.00834,0.0084367,0.00833999,0.00841003,6976.196253,2017-11-30T16:00:00,58.55989529
0.00843634,0.00848582,0.008336,0.00839753,6126.47622561,2017-11-30T17:00:00,51.55359732
0.00839753,0.008453,0.00835612,0.0084107,5306.98602561,2017-11-30T18:00:00,44.62377346
0.0084108,0.0085,0.00835747,0.0085,6899.82648825,2017-11-30T19:00:00,58.23708953
0.0085,0.00868055,0.00839299,0.00867419,5821.57639897,2017-11-30T20:00:00,49.52714583
0.00868055,0.00872149,0.00859585,0.00867297,5754.71838524,2017-11-30T21:00:00,49.80164163
0.00867297,0.0088515,0.00860002,0.00885046,8482.6745334,2017-11-30T22:00:00,73.7088227
0.00885,0.008883,0.008658,0.008663,8921.67883858,2017-11-30T23:00:00,78.26396163
0.00867,0.00873,0.008605,0.00865298,7350.26791785,2017-12-01T00:00:00,63.76941176
0.00865065,0.00871499,0.008555,0.008664,3723.92090256,2017-12-01T01:00:00,32.14650922
0.008664,0.00873771,0.00865428,0.00868,3601.97033697,2017-12-01T02:00:00,31.29088017
0.00867,0.008705,0.00861428,0.00867105,4398.78079986,2017-12-01T03:00:00,38.05000714
0.00867,0.008695,0.00859724,0.008648,2964.43992356,2017-12-01T04:00:00,25.60131365
0.008646,0.008668,0.00858101,0.00865309,3115.65540509,2017-12-01T05:00:00,26.83937611
0.0086537,0.00874,0.00861779,0.008729,3130.83173962,2017-12-01T06:00:00,27.19007852
0.00872894,0.00872971,0.00855023,0.00865,5977.9167536,2017-12-01T07:00:00,51.53863738
0.00864999,0.00869636,0.008558,0.00866733,3750.67906884,2017-12-01T08:00:00,32.3361887
0.00866733,0.00869636,0.00855023,0.0086578,4152.3314254,2017-12-01T09:00:00,35.77999898
0.0086578,0.00871,0.008595,0.00868841,3358.70575451,2017-12-01T10:00:00,29.04642345
0.00868842,0.00872343,0.00861519,0.00870353,3737.73280636,2017-12-01T11:00:00,32.3859222
0.00870353,0.008719,0.00856,0.00871873,8237.65612879,2017-12-01T12:00:00,71.11760347
0.00866419,0.00871863,0.00849,0.0085017,7760.30444409,2017-12-01T13:00:00,66.61638006
0.0085,0.00860716,0.0084,0.00853148,7395.42319193,2017-12-01T14:00:00,62.83929723
0.00853146,0.00873764,0.00848388,0.00873762,10953.7122234,2017-12-01T15:00:00,94.78829339
0.00873763,0.00879349,0.00867166,0.00872,5948.37987687,2017-12-01T16:00:00,51.86192485
0.0086951,0.00891496,0.0086951,0.0089,12535.14214427,2017-12-01T17:00:00,110.8813376
0.00887929,0.009,0.00885167,0.00896,9179.30819902,2017-12-01T18:00:00,82.01213604
0.008969,0.00919191,0.00891503,0.00915,8866.70388259,2017-12-01T19:00:00,80.56295367
0.00915001,0.00924057,0.00894109,0.00905701,15187.89879503,2017-12-01T20:00:00,138.1469102
0.00908401,0.00921498,0.00899,0.00908875,11333.85072306,2017-12-01T21:00:00,103.28529867
0.00908001,0.00919689,0.00892047,0.00902493,10316.65195797,2017-12-01T22:00:00,93.60618393
0.00904675,0.00909721,0.00891042,0.00896867,11683.57672554,2017-12-01T23:00:00,105.58125675
0.00896867,0.00908999,0.00896867,0.00901372,5543.95519025,2017-12-02T00:00:00,50.08921615
0.00901372,0.00912145,0.008971,0.009,7159.21312124,2017-12-02T01:00:00,64.71364058
0.009,0.0090405,0.00892702,0.00900009,5360.36021695,2017-12-02T02:00:00,48.1127715
